Subject,List,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
15,1,1203.718820861678,2859.6145124716554,4465.918367346939,6362.97052154195,8469.84126984127,10418.616780045351,12141.315192743765,14207.573696145126,34527.91383219954,,,,,,,,
15,2,1266.5532879818595,2582.108843537415,3881.451247165533,5238.344671201814,7760.340136054422,9628.775510204083,14235.14739229025,26549.297052154194,32920.56689342404,39619.160997732426,,,,,,,
15,3,1161.859410430839,2370.566893424036,3879.297052154195,5218.480725623583,7186.326530612245,9225.850340136054,10540.27210884354,11789.319727891156,13606.031746031746,15401.247165532879,18488.934240362814,20123.74149659864,35029.97732426304,,,,
15,4,970.702947845805,2738.843537414966,4577.64172335601,6276.825396825397,8656.643990929706,10453.401360544218,14438.117913832199,22089.569160997733,24015.26077097506,32862.74376417234,40191.42857142857,46190.589569161,,,,,
15,5,1171.4285714285716,2840.975056689342,4380.362811791383,6193.5147392290255,8391.451247165533,12217.210884353743,14295.034013605444,38113.71882086168,51022.74376417234,57533.87755102041,,,,,,,
15,6,1205.0340136054422,2997.8231292517007,4905.170068027211,6469.614512471655,8203.718820861677,17978.344671201816,30731.655328798188,,,,,,,,,,
15,7,1369.4104308390022,2633.8321995464853,4091.9727891156467,5828.934240362812,7664.172335600907,8859.115646258504,10830.0,11847.551020408164,12893.015873015873,21964.739229024945,,,,,,,
16,0,1758.4807256235829,3294.013605442177,4966.009070294785,6229.319727891157,7965.986394557823,9471.587301587302,10861.08843537415,12491.360544217689,13870.317460317461,18499.501133786845,23551.337868480725,,,,,,
16,1,1227.8684807256236,3133.764172335601,5155.170068027211,6973.015873015873,8867.64172335601,10400.430839002269,12419.297052154196,14503.537414965987,16136.326530612245,17954.98866213152,19764.149659863946,25521.927437641727,34366.34920634921,42875.05668934241,,,
16,2,1294.2403628117913,2870.0680272108843,4614.557823129251,6725.578231292518,8252.131519274377,10277.709750566893,11866.485260770976,13752.131519274377,15405.17006802721,25518.820861678007,29993.832199546487,34084.26303854876,,,,,
16,3,692.4716553287982,2337.3922902494332,4234.149659863946,5929.7732426303855,7812.879818594104,9494.85260770975,11082.630385487528,12742.78911564626,15344.920634920636,18864.96598639456,20684.53514739229,22328.73015873016,26673.151927437644,32792.56235827665,,,
16,4,823.968253968254,2733.8548752834467,4448.707482993197,6121.814058956917,8649.07029478458,10540.430839002267,13105.759637188208,14876.734693877552,21671.065759637186,23173.378684807256,28676.2358276644,32349.115646258502,45008.02721088436,46525.41950113379,48854.399092970525,,
16,5,1770.6802721088434,3432.6984126984125,10014.489795918367,11266.39455782313,18679.81859410431,23143.60544217687,24584.51247165533,26255.510204081635,35629.38775510204,54772.63038548753,,,,,,,
16,6,591.3378684807257,2121.882086167801,4233.424036281179,6312.97052154195,8631.972789115647,10904.240362811792,16143.786848072561,17826.281179138325,19740.861678004534,21611.428571428572,23507.777777777777,25403.015873015873,27401.224489795917,,,,
16,7,2435.419501133787,4203.1292517006805,6114.149659863946,8433.44671201814,10214.104308390024,12310.453514739229,14304.671201814059,16594.331065759638,18462.78911564626,20588.798185941043,22548.979591836734,24810.430839002267,26966.281179138325,29072.90249433107,37507.80045351474,,
17,0,772.5396825396825,2660.045351473923,4516.666666666667,6111.56462585034,7714.603174603175,9381.315192743765,11129.795918367348,16781.065759637186,21823.219954648524,31326.05442176871,47028.07256235828,,,,,,
17,1,1350.6575963718822,2894.716553287982,4722.403628117914,6120.022675736962,7584.444444444444,9086.757369614512,10534.08163265306,13198.117913832199,15035.192743764172,16530.272108843536,18654.081632653062,25662.380952380954,33712.01814058957,,,,
17,2,1515.3061224489797,3157.369614512472,4872.947845804989,6683.5374149659865,8396.984126984127,10369.274376417234,12887.165532879819,14543.764172335601,17745.419501133787,29504.058956916102,,,,,,,
17,3,2301.360544217687,4124.489795918367,5918.684807256236,7836.530612244898,9850.839002267574,12032.834467120181,14919.795918367347,17065.03401360544,19024.51247165533,25073.242630385488,30292.1768707483,34111.08843537415,,,,,
17,4,2059.5918367346935,4062.358276643991,5925.510204081633,7887.95918367347,10879.614512471657,13242.199546485263,16674.920634920636,19560.045351473924,21910.81632653061,24472.403628117914,26906.825396825396,,,,,,
17,5,1110.1360544217687,2443.7868480725624,4253.242630385488,6548.59410430839,8472.01814058957,11873.968253968254,13618.458049886622,15593.42403628118,18056.031746031746,19912.766439909297,21910.544217687075,29753.061224489797,33619.95464852607,45541.4739229025,,,
17,6,1650.907029478458,3929.1609977324265,6209.251700680272,9193.10657596372,12019.795918367347,15751.950113378685,22835.736961451246,44946.598639455784,,,,,,,,,
17,7,1064.3990929705217,3410.612244897959,5540.5895691609985,8184.240362811792,,,,,,,,,,,,,
18,0,4786.326530612245,6808.866213151928,8417.732426303855,10168.662131519275,12204.875283446712,14750.498866213153,17083.038548752837,19263.12925170068,24041.904761904763,26510.31746031746,33757.2335600907,,,,,,
18,1,1775.9863945578231,4808.390022675737,7384.829931972789,9628.775510204083,12389.138321995466,14663.015873015873,17204.69387755102,19858.866213151927,23536.73469387755,51641.9954648526,,,,,,,
18,2,1954.716553287982,4045.0793650793653,6052.131519274377,8215.01133786848,10471.473922902494,12626.394557823129,14958.820861678005,17329.092970521542,19541.85941043084,21878.39002267574,25457.392290249434,28185.260770975055,38777.27891156463,,,,
18,3,2064.2857142857147,4228.458049886622,6056.575963718821,7842.108843537416,10038.185941043084,12395.079365079366,14453.514739229026,16696.145124716553,22692.33560090703,25619.20634920635,41576.87074829932,,,,,,
18,4,1034.4897959183675,3063.1746031746034,5280.340136054422,7336.507936507937,9646.009070294784,12573.718820861679,15112.086167800455,17599.931972789116,20069.659863945577,23015.895691609978,25097.709750566893,27308.027210884353,,,,,
18,5,862.9705215419501,3544.0362811791383,6349.523809523809,10448.321995464854,13876.190476190477,17079.7052154195,21515.691609977323,26281.179138321997,31835.895691609978,34610.74829931973,37531.337868480725,,,,,,
18,6,1292.2222222222222,3649.8185941043084,6209.863945578231,9030.340136054421,11997.777777777777,14575.056689342404,17689.954648526076,20476.507936507936,23006.621315192744,25503.809523809527,28131.496598639456,30767.029478458047,,,,,
18,7,2562.312925170068,4892.562358276644,7343.061224489797,10281.882086167801,13862.19954648526,16102.993197278913,18534.353741496598,21555.260770975055,28980.521541950115,,,,,,,,
19,0,563.2653061224489,1610.0453514739231,2451.2244897959185,3468.480725623583,4593.174603174603,5858.730158730159,7840.544217687075,16136.462585034014,28178.934240362814,29281.133786848073,36896.73469387755,,,,,,
19,1,1632.358276643991,2977.2562358276646,8726.394557823129,11056.916099773243,12369.750566893425,19640.430839002267,28914.444444444445,40430.56689342404,,,,,,,,,
19,2,1535.668934240363,3321.451247165533,5116.077097505669,6723.106575963719,8347.66439909297,10188.616780045353,16752.358276643994,25863.7641723356,34054.98866213152,,,,,,,,
19,3,1392.766439909297,3068.140589569161,6762.562358276644,12676.802721088436,20042.403628117914,20765.102040816328,21835.374149659863,24876.34920634921,61229.52380952381,,,,,,,,
19,4,1758.888888888889,3226.8934240362814,8232.290249433107,11412.403628117914,13044.104308390024,18643.26530612245,21297.437641723354,23124.852607709752,26964.263038548754,29304.648526077097,31213.65079365079,57015.034013605444,,,,,
19,5,1858.8888888888891,3154.081632653061,5596.326530612245,7223.469387755103,9455.14739229025,15791.496598639456,25994.331065759638,29431.83673469388,31088.866213151927,32446.598639455788,34298.36734693877,46520.61224489796,,,,,
19,6,1136.5306122448978,2904.37641723356,6796.349206349207,7994.104308390023,20247.98185941043,,,,,,,,,,,,
19,7,1666.0090702947846,4016.0317460317465,5400.272108843538,6947.7324263038545,8358.730158730159,9904.671201814059,11712.426303854876,13234.988662131518,16893.219954648524,20445.623582766442,22990.000000000004,26024.263038548754,27493.58276643991,50890.09070294785,58420.8843537415,,
20,0,802.9931972789116,2472.018140589569,4110.816326530612,5738.616780045351,7223.12925170068,9217.34693877551,10746.57596371882,12275.260770975057,33339.88662131519,37400.680272108846,55250.27210884354,,,,,,
20,1,1097.9138321995465,2975.736961451247,4834.195011337869,9565.510204081633,11249.727891156463,13116.55328798186,15382.993197278913,18924.51247165533,34287.30158730158,,,,,,,,
20,2,906.1451247165533,2633.8321995464853,4495.736961451247,6336.0770975056685,11986.507936507938,15695.14739229025,31352.086167800455,,,,,,,,,,
20,3,1052.1768707482993,2671.428571428571,4820.6349206349205,6925.850340136055,30674.01360544218,,,,,,,,,,,,
20,4,729.6598639455782,2855.46485260771,4823.492063492064,6940.748299319728,9059.909297052154,12341.609977324262,20966.73469387755,,,,,,,,,,
20,5,1259.3197278911566,2966.6439909297055,5315.873015873016,7499.410430839002,9406.145124716553,11466.87074829932,25704.82993197279,,,,,,,,,,
20,6,719.9773242630386,2553.4920634920636,4099.410430839002,6046.0544217687075,8084.263038548754,9680.181405895692,11729.38775510204,13775.442176870749,19879.591836734693,,,,,,,,
20,7,664.3764172335601,2392.9024943310656,4518.004535147393,6289.591836734694,7994.308390022676,10209.319727891156,12362.811791383221,14350.61224489796,16215.600907029479,34983.31065759637,,,,,,,
21,0,967.5736961451248,2122.925170068027,3706.326530612245,5361.927437641723,27564.21768707483,31385.396825396823,,,,,,,,,,,
21,1,1864.6031746031747,4493.74149659864,6695.2154195011335,8377.619047619048,10485.941043083902,15523.151927437642,17527.755102040817,19604.580498866213,26001.337868480725,27357.21088435374,28639.863945578232,,,,,,
21,2,1307.0068027210884,3206.2131519274376,5213.673469387755,8011.337868480727,10002.244897959183,14177.845804988661,16642.879818594105,22874.965986394556,31632.31292517007,37175.62358276644,,,,,,,
21,3,1451.3378684807255,3659.954648526077,7394.67120181406,11525.260770975057,14438.480725623584,16987.84580498866,20058.43537414966,38505.056689342404,,,,,,,,,
21,4,1383.1065759637188,4353.718820861678,7382.448979591837,15937.233560090703,18863.537414965987,21963.061224489797,33693.44671201814,49372.51700680272,,,,,,,,,
21,5,1409.5011337868482,3925.78231292517,6701.473922902494,12433.696145124717,15728.367346938776,18599.79591836735,24848.798185941043,31113.197278911564,37686.031746031746,,,,,,,,
21,6,1887.0975056689342,4422.630385487529,6744.512471655329,9575.804988662132,15883.242630385486,19893.44671201814,23621.927437641723,27384.98866213152,,,,,,,,,
21,7,1934.2857142857144,4808.866213151928,9025.532879818595,12221.927437641723,20334.82993197279,33140.0,43841.02040816327,,,,,,,,,,
22,0,1012.7210884353741,2683.0158730158732,4108.27664399093,5907.482993197279,7870.793650793651,10058.730158730159,12913.945578231293,14901.043083900227,16453.786848072563,18361.655328798184,26813.083900226757,32583.85487528345,,,,,
22,1,1355.8956916099773,2790.15873015873,5092.358276643991,6741.972789115646,8452.993197278913,13121.927437641723,15173.718820861679,17674.920634920636,23858.14058956916,26049.659863945577,34996.621315192744,53251.95011337868,,,,,
22,2,1233.8321995464853,3926.077097505669,6289.818594104308,9410.839002267574,11301.814058956916,14235.124716553288,16375.918367346942,18476.984126984127,20472.63038548753,22848.480725623584,24840.566893424035,26581.927437641723,28602.63038548753,,,,
22,3,1167.1655328798188,8033.44671201814,9974.557823129253,13843.628117913833,15904.807256235827,19778.843537414967,22473.650793650795,25765.351473922903,28741.36054421769,30998.979591836738,34185.986394557825,37502.74376417234,46838.86621315193,49464.03628117914,56173.7641723356,,
22,4,1393.7868480725624,4855.555555555556,7820.045351473923,10065.12471655329,12588.707482993197,17840.566893424035,19676.643990929704,21794.51247165533,35525.079365079364,42483.08390022676,44095.941043083905,46213.922902494334,50303.06122448979,,,,
22,5,1789.9319727891157,3463.2426303854877,5755.46485260771,8232.040816326531,11903.378684807256,14228.095238095239,16619.614512471657,18831.791383219956,21998.4126984127,24130.385487528343,26722.33560090703,32026.167800453513,35178.34467120181,47793.0612244898,,,
22,6,1141.7913832199547,2945.6916099773243,5552.312925170068,7893.106575963719,9888.049886621315,12130.566893424037,14805.419501133787,18176.598639455784,20400.884353741498,22511.72335600907,24465.32879818594,26128.775510204083,28375.30612244898,36695.35147392291,,,
22,7,1269.8412698412699,3460.5215419501137,5666.8707482993195,8400.566893424037,10527.278911564625,12534.331065759638,14935.827664399094,19307.460317460318,22635.895691609978,26051.24716553288,32146.258503401365,33811.836734693876,48308.07256235828,50810.27210884354,,,
23,0,1315.1473922902494,3488.7301587301586,5546.916099773242,7727.7324263038545,9887.34693877551,11920.045351473924,13638.299319727892,15649.931972789116,18069.84126984127,20819.52380952381,23229.0022675737,27707.233560090703,53089.09297052154,,,,
23,1,1195.668934240363,3074.6258503401364,5537.528344671202,7443.265306122449,9704.308390022676,11747.823129251701,13823.945578231293,15509.478458049887,17710.97505668934,20462.78911564626,22445.034013605444,30640.113378684808,35100.634920634926,,,,
23,2,2343.6507936507937,3899.6598639455783,5660.136054421769,7675.759637188209,10786.507936507936,12899.206349206348,15988.458049886622,20063.62811791383,21748.979591836738,26596.417233560092,51225.578231292515,,,,,,
23,3,1380.2267573696145,2943.786848072563,4677.3015873015875,6015.487528344672,8086.190476190476,10210.589569160999,12222.517006802722,14405.102040816328,20131.201814058957,,,,,,,,
23,4,1518.843537414966,3782.857142857143,5794.195011337869,7976.734693877552,10452.879818594103,12384.671201814059,14217.48299319728,16345.328798185943,18839.297052154194,21340.680272108846,,,,,,,
23,5,1047.324263038549,2531.9727891156463,5312.539682539683,7865.895691609978,10048.027210884355,12004.965986394558,17901.995464852607,24354.580498866213,33862.44897959184,,,,,,,,
23,6,1264.716553287982,3347.256235827664,5379.07029478458,7269.727891156463,9201.541950113378,11346.07709750567,13935.578231292517,15842.630385487528,18979.614512471657,23375.17006802721,26611.587301587304,29223.197278911568,31369.569160997733,,,,
23,7,926.3945578231293,2341.24716553288,3698.140589569161,5054.013605442176,7432.81179138322,9134.739229024943,10828.820861678005,12884.036281179138,15767.142857142859,17391.700680272108,19349.773242630385,21263.65079365079,23435.80498866213,25191.247165532877,28976.37188208617,,
24,0,605.7142857142858,1728.9795918367347,3337.732426303855,4576.643990929705,6300.385487528345,7636.780045351475,11643.446712018142,47518.86621315193,48693.287981859416,50148.04988662132,51337.86848072562,53067.120181405895,56068.84353741497,58132.01814058957,,,
24,1,2375.2607709750564,3449.387755102041,6035.510204081633,7814.353741496599,9420.975056689344,10624.739229024943,12266.39455782313,13878.707482993197,15470.657596371882,18352.94784580499,21562.879818594105,,,,,,
24,2,1020.2494331065759,2456.4852607709754,3768.072562358277,5434.7845804988665,6961.043083900227,8482.607709750568,9838.59410430839,11216.281179138323,12571.8820861678,20942.33560090703,25513.26530612245,26426.12244897959,33298.79818594104,34783.310657596376,42557.46031746032,,
24,3,1060.0226757369614,2111.201814058957,3818.049886621315,6247.460317460318,9400.680272108842,10672.244897959183,12164.308390022676,13562.65306122449,14959.160997732428,16493.58276643991,18252.04081632653,30620.317460317463,,,,,
24,4,988.7074829931973,1957.4149659863947,2718.1179138321995,3573.5374149659865,6683.333333333334,7621.972789115646,8767.029478458051,9653.92290249433,10878.730158730159,14157.755102040817,25347.097505668935,31408.73015873016,33645.78231292517,34578.707482993195,,,
24,5,823.5374149659864,1613.8775510204082,2656.077097505669,4380.77097505669,6532.562358276645,8986.462585034014,9730.521541950113,15998.503401360544,19779.95464852608,23517.097505668935,30342.92517006803,,,,,,
24,6,772.9705215419501,1922.4489795918366,3102.2448979591836,3981.360544217687,6244.263038548753,8822.97052154195,11124.467120181405,12148.027210884355,,,,,,,,,
24,7,784.3764172335601,1865.9183673469388,4747.505668934241,5348.526077097506,6191.24716553288,9940.090702947846,11191.56462585034,11877.210884353743,15642.721088435375,16605.60090702948,20291.74603174603,,,,,,
25,0,1645.7369614512472,3615.736961451247,5574.852607709751,7722.358276643991,9700.77097505669,11424.308390022676,13478.208616780046,15441.06575963719,17363.492063492064,21766.598639455784,29743.877551020407,,,,,,
25,1,2531.541950113379,5532.335600907029,8396.485260770974,10975.328798185941,13941.24716553288,16750.95238095238,19573.12925170068,27893.87755102041,30510.521541950115,33010.34013605442,36311.40589569161,39060.18140589569,,,,,
25,2,2275.011337868481,4645.011337868481,7801.655328798186,10546.462585034014,13257.074829931973,16067.256235827663,19056.780045351472,22302.743764172337,24895.396825396827,27631.950113378687,30565.532879818595,,,,,,
25,3,3360.204081632653,5746.734693877551,8657.936507936509,11134.013605442178,14220.045351473922,17169.841269841272,19961.08843537415,22584.08163265306,25711.791383219956,28491.224489795917,31344.285714285714,34564.60317460318,37833.49206349206,41058.77551020408,,,
25,4,3121.0204081632655,5639.319727891157,8681.405895691609,11596.73469387755,14185.555555555557,17223.37868480726,21199.97732426304,24159.750566893425,27065.668934240362,31060.090702947848,33756.75736961451,,,,,,
25,5,3108.4807256235827,5867.528344671202,8485.124716553288,11062.698412698413,13933.58276643991,16983.62811791383,19836.689342403628,22763.26530612245,25074.01360544218,27587.05215419501,30821.904761904763,48511.70068027211,,,,,
25,6,3568.9115646258506,6255.442176870749,8893.809523809525,11899.138321995466,14439.659863945579,18266.25850340136,21822.04081632653,24627.414965986398,27760.136054421768,44498.02721088435,46773.44671201814,49462.970521541945,,,,,
25,7,2782.6984126984125,5340.748299319728,8499.637188208617,11163.378684807256,13586.371882086167,16322.630385487528,18927.414965986394,21837.619047619046,30373.12925170068,33044.71655328798,46445.26077097506,,,,,,
26,0,1068.888888888889,3117.8004535147393,4684.8072562358275,6463.219954648526,8021.972789115645,9855.079365079366,11625.351473922903,13566.417233560092,19451.904761904763,31205.827664399094,37023.877551020414,43044.12698412698,47074.58049886621,,,,
26,1,1276.5532879818595,3377.641723356009,6442.539682539683,8967.98185941043,11500.544217687075,14362.312925170068,16656.689342403628,19493.356009070296,24304.897959183672,35735.80498866213,42036.8253968254,46968.93424036281,55098.45804988663,,,,
26,2,1272.4036281179137,3423.4920634920636,5883.9682539682535,7886.167800453514,10436.961451247165,12562.97052154195,14672.947845804989,16761.315192743765,19480.045351473924,21973.40136054422,24270.02267573696,31229.750566893425,34072.426303854874,38405.623582766435,56300.56689342404,,
26,3,986.5079365079365,2632.1315192743764,4268.0952380952385,6284.421768707483,8269.818594104308,10315.351473922903,12519.7052154195,15193.12925170068,17550.02267573696,19964.195011337866,23779.97732426304,26080.27210884354,29171.111111111113,31820.907029478458,38169.79591836735,43300.13605442177,
26,4,1101.1791383219957,3345.124716553288,5531.836734693878,8338.253968253968,10588.344671201814,13674.036281179138,16201.043083900227,18892.448979591838,21307.505668934242,23738.049886621317,26319.909297052156,33220.06802721089,36223.15192743764,43278.20861678005,,,
26,5,1088.7755102040817,3222.312925170068,5297.02947845805,8541.70068027211,10835.079365079364,13572.766439909297,15916.893424036281,18110.839002267574,20834.557823129253,23194.739229024945,25824.172335600906,27977.09750566893,30758.68480725624,33755.6462585034,40703.28798185941,42618.594104308395,
26,6,1258.7301587301588,3696.2585034013605,6063.1292517006805,8203.809523809523,10778.57142857143,13107.142857142857,16301.541950113378,18697.16553287982,20976.87074829932,23628.684807256235,26379.20634920635,29047.64172335601,31489.863945578232,38118.820861678,45914.48979591837,52169.93197278911,
26,7,1304.580498866213,3601.08843537415,5692.607709750568,8055.62358276644,10300.702947845804,12526.462585034014,14888.639455782313,17156.666666666668,19529.251700680274,22056.5306122449,24338.798185941043,29369.54648526077,32218.61678004535,42646.37188208617,,,
27,0,1451.315192743764,3521.315192743764,5554.85260770975,7374.126984126984,9305.9410430839,11198.843537414967,13222.698412698413,15236.281179138321,17135.895691609978,19068.14058956916,21009.931972789116,23033.492063492067,28691.768707482992,,,,
27,1,1166.5532879818595,3264.761904761905,5923.5147392290255,8058.185941043083,10158.231292517006,12323.537414965987,14022.312925170068,16965.28344671202,25188.93424036281,27478.59410430839,37238.39002267574,,,,,,
27,2,1530.1133786848075,3427.5963718820863,5591.179138321996,7897.528344671202,9865.827664399094,13116.485260770976,15674.943310657596,19287.16553287982,22175.555555555555,27647.36961451247,42826.39455782313,,,,,,
27,3,1288.7981859410431,3772.902494331066,6094.467120181406,8435.260770975057,10482.33560090703,12442.65306122449,14441.5873015873,17167.868480725625,24089.81859410431,32148.004535147393,,,,,,,
27,4,1390.907029478458,2910.453514739229,4766.4852607709745,6991.496598639456,8732.131519274377,10910.113378684808,14385.714285714286,16384.21768707483,18431.995464852607,20470.090702947848,22299.070294784582,,,,,,
27,5,1324.8072562358277,2644.5124716553287,4334.308390022676,6016.984126984127,7842.65306122449,9351.678004535148,10869.251700680274,12445.215419501134,14233.469387755102,18136.417233560092,22936.39455782313,31305.714285714286,,,,,
27,6,2375.419501133787,4079.886621315193,5728.231292517007,7649.3424036281185,9552.811791383221,11571.972789115647,13355.78231292517,15156.825396825398,17113.446712018143,19001.24716553288,20885.48752834467,22729.81859410431,29791.927437641723,,,,
27,7,920.1133786848072,2983.469387755102,4609.024943310658,6612.630385487529,8201.428571428572,10054.331065759638,12680.181405895692,14464.421768707483,16218.321995464852,18130.068027210884,20109.750566893425,24353.174603174604,33233.87755102041,,,,
28,0,1235.7142857142858,3327.1882086167802,5565.850340136055,7507.64172335601,9403.28798185941,11346.507936507936,13306.734693877552,27203.265306122452,,,,,,,,,
28,1,1666.6439909297053,3055.9637188208617,5188.91156462585,6763.990929705215,8886.031746031746,10321.269841269843,15850.340136054421,18943.151927437644,20703.287981859412,22973.469387755104,25168.231292517008,26751.451247165533,,,,,
28,2,2916.031746031746,4923.854875283447,10381.020408163266,17808.004535147393,19496.2358276644,26268.91156462585,41583.74149659864,,,,,,,,,,
28,3,2409.750566893424,4363.9229024943315,5966.39455782313,8950.249433106575,10697.732426303855,12994.943310657596,15466.099773242631,19567.05215419501,21321.541950113377,23330.136054421768,26736.802721088436,28425.011337868484,,,,,
28,4,5609.954648526077,7354.172335600907,8674.308390022676,28072.426303854874,29562.92517006803,32254.46712018141,,,,,,,,,,,
28,5,6748.730158730159,7904.7845804988665,9461.224489795919,11337.460317460318,13049.591836734693,15313.310657596372,16742.94784580499,18140.2947845805,25770.680272108846,,,,,,,,
28,6,4734.897959183674,6473.718820861678,8601.428571428572,17272.01814058957,25210.317460317463,,,,,,,,,,,,
28,7,2932.403628117914,4973.922902494331,6841.927437641724,9084.875283446712,11217.8231292517,12981.088435374151,14659.637188208617,17076.099773242633,20014.80725623583,22609.909297052156,31963.990929705215,58976.25850340136,,,,,
29,0,619.8639455782313,1914.3990929705217,3699.3650793650795,5393.696145124717,7120.498866213153,8833.356009070296,10370.725623582766,15645.374149659863,23309.65986394558,28711.224489795917,31891.08843537415,,,,,,
29,1,1041.904761904762,2648.639455782313,4200.975056689343,5657.120181405896,7344.625850340136,8989.251700680272,11144.285714285716,22364.081632653062,27863.809523809527,34698.77551020408,,,,,,,
29,2,1059.4331065759636,2802.9251700680275,4367.482993197279,6056.802721088436,7651.133786848072,9495.510204081633,11159.36507936508,12641.882086167801,14706.598639455782,16466.485260770976,19063.537414965984,38487.68707482993,,,,,
29,3,1156.2811791383222,2802.7437641723354,4540.952380952381,6293.832199546485,8115.532879818595,9614.013605442176,11480.022675736962,13040.317460317461,15187.210884353743,17001.201814058957,20363.990929705218,30064.80725623583,40551.54195011338,,,,
29,4,365.28344671201813,2215.1927437641725,3713.786848072563,5492.018140589569,7105.578231292517,15257.528344671202,17863.968253968254,25908.321995464852,31995.668934240362,35022.26757369615,,,,,,,
29,5,1109.7278911564624,2738.9569160997735,4068.072562358276,5884.671201814059,7632.857142857143,9014.240362811792,10760.2947845805,12228.299319727892,13706.57596371882,15105.873015873016,16579.7052154195,18387.868480725625,23916.666666666668,,,,
29,6,1199.8639455782313,2790.3174603174607,4197.755102040816,6390.748299319728,7945.510204081633,9620.47619047619,11645.873015873016,13608.43537414966,15962.358276643992,17486.59863945578,19215.46485260771,21128.63945578231,22754.625850340137,,,,
29,7,900.453514739229,2755.4875283446713,4913.378684807256,6891.746031746032,9012.1768707483,11140.136054421768,14933.10657596372,16700.340136054423,18624.897959183672,20337.02947845805,22535.57823129252,24117.68707482993,26695.804988662134,31344.78458049887,42339.97732426304,,
